account,emotion,count
LisaFleetSherman,neutral,1
LisaFleetSherman,positive,1
Lisamona,negative,1
LivesToHike79 8,negative,1
LivinHistory,negative,1
LivinLarge,negative,1
LizComputerWiz,negative,3
LizComputerWiz,positive,2
Lloyd_SteppMouse24,negative,4
Lloyd_SteppMouse24,neutral,1
Lloyd_Warnke94,negative,18
Lloyd_Warnke94,neutral,1
Lobue1974,negative,10
Lobue1974,positive,1
LockedFlock,negative,1
LockhartBear1968,negative,14
LockhartBear1968,neutral,1
LockwoodBird27,negative,10
LockwoodBird27,neutral,1
LockwoodBird27,positive,1
Lopez1953,negative,22
Lopez1953,neutral,1
LoreneLazyLea,negative,7
LorettaSmartRay,negative,13
LorettaSmartRay,positive,1
Loretta_SlaterCat37,negative,9
Loretta_SlaterCat37,positive,1
Lorita25,negative,4
Lorita25,neutral,1
Lorita25,positive,1
Louis_EvinsCat47,negative,11
Louis_EvinsCat47,neutral,2
Louis_EvinsCat47,positive,3
LovesAaron_CanalesOctopus,negative,11
LovesAaron_CanalesOctopus,neutral,1
LovesAdamsCat,negative,6
LovesAlbert_McmillinBear,negative,6
LovesAmyDog,negative,5
LovesAmyDog,neutral,1
LovesAmyDog,positive,1
LovesAndersonFish,negative,8
LovesAndrew_SmithWhale,negative,4
LovesAndrew_SmithWhale,neutral,1
LovesAnnDog,negative,11
LovesAnnDog,neutral,2
LovesAnthonyHorse,negative,8
LovesAnthonyHorse,neutral,1
LovesAronMouse,negative,2
LovesAtkinsonHorse,negative,4
LovesBabbHorse,negative,10
LovesBrian_BouwkampCat,negative,3
LovesBrownHorse,negative,14
LovesBrownHorse,neutral,1
LovesBurksDog,negative,9
LovesBurksDog,positive,1
LovesCarolBear,negative,17
LovesCarolBear,neutral,1
LovesCarolBear,positive,1
LovesCarrozzaLion,negative,6
LovesCharlotte_HolguinMouse,negative,1
LovesCharlotte_HolguinMouse,neutral,1
LovesChristopher_McclureLion,negative,5
LovesChristopher_McclureLion,positive,1
LovesClarkCat,negative,9
LovesClarkCat,positive,1
LovesCottonLion,negative,4
LovesCottonLion,neutral,1
LovesDanny_DavisFish,negative,10
LovesDanny_DavisFish,neutral,1
LovesDanny_DavisFish,positive,1
LovesDarius_BannisterWhale,negative,8
LovesDavidDog,negative,23
LovesDavidDog,positive,1
LovesDeborah_FoxLion,negative,5
LovesDeborah_FoxLion,neutral,1
LovesDonnOctopus,negative,2
LovesDonnOctopus,neutral,1
LovesEileenBear,negative,10
LovesEileenBear,positive,1
LovesElaineBird,negative,9
LovesElaineBird,neutral,1
LovesElizabeth_MoralesLion,negative,13
LovesElizabeth_MoralesLion,positive,1
LovesEllenOctopus,negative,8
LovesEric_MiyaLion,negative,5
LovesEric_MiyaLion,positive,1
LovesEstelleBird,negative,9
LovesEstelleBird,neutral,1
LovesEugeneMouse,negative,5
LovesEugeneMouse,neutral,2
LovesFordDog,negative,6
LovesGabeOctopus,negative,14
LovesGabeOctopus,neutral,1
LovesGlady_MockDog,negative,7
LovesGuglerOctopus,negative,12
LovesGuglerOctopus,positive,2
LovesGuthCat,negative,6
LovesIona_OxleyBear,negative,11
LovesIona_OxleyBear,positive,2
LovesJackBear,negative,5
LovesJackBear,positive,1
LovesJackHorse,negative,4
LovesJackHorse,positive,1
LovesJacquelineFish,negative,3
LovesJaimeCat,negative,6
LovesJamie_ScottBear,negative,1
LovesJanet_DubeWhale,negative,5
LovesJeffreyLion,negative,15
LovesJeffreyLion,neutral,1
LovesJenineWhale,negative,4
LovesJohn_BeltOctopus,negative,6
LovesJohn_BeltOctopus,neutral,1
LovesJohn_BeltOctopus,positive,2
LovesJudy_DavesBird,negative,4
LovesJudy_DavesBird,neutral,1
LovesJulieWhale,negative,13
LovesJulieWhale,positive,1
LovesKathleenCat,negative,1
LovesKeithWhale,negative,12
LovesKleineFish,negative,4
LovesKleineFish,neutral,2
LovesLeonard_MarreroWhale,negative,2
LovesLeonard_MarreroWhale,neutral,1
LovesLeonard_PetersonHorse,negative,3
LovesLeonard_PetersonHorse,positive,1
LovesLevi_XaimoungkhounOctopus,negative,15
LovesLevi_XaimoungkhounOctopus,neutral,3
LovesLevi_XaimoungkhounOctopus,positive,1
LovesLindaFish,negative,20
LovesLindaFish,neutral,3
LovesLindaFish,positive,1
LovesLindblomOctopus,negative,5
LovesLindblomOctopus,neutral,1
LovesLoisOctopus,negative,4
LovesLoisOctopus,neutral,1
LovesMarcusCat,negative,10
LovesMargaretLion,negative,6
LovesMargaretLion,neutral,1
LovesMaryBear,negative,5
LovesMaryBear,positive,2
LovesMaryDog,negative,6
LovesMaryDog,positive,1
LovesMary_BrentHorse,negative,17
LovesMary_BrentHorse,neutral,2
LovesMary_BrentHorse,positive,2
LovesMcclureBear,negative,13
LovesMcclureBear,neutral,2
LovesMcclureBear,positive,1
LovesMichaelBird,negative,3
LovesMichaelFish,negative,12
LovesMichaelFish,positive,1
LovesMichelle_SepeDog,negative,2
LovesMichelle_SepeDog,neutral,1
LovesMichelle_SepeDog,positive,1
LovesMoultonWhale,negative,8
LovesMoultonWhale,neutral,1
LovesMoultonWhale,positive,1
LovesMurrayDog,negative,14
LovesMurrayDog,positive,2
LovesNancy_KidderOctopus,negative,9
LovesNancy_KidderOctopus,positive,3
LovesOrvilleBird,negative,12
LovesOrvilleBird,neutral,1
LovesPereaDog,negative,8
LovesPereaDog,neutral,2
LovesPhillipsBird,negative,11
LovesPhillipsBird,neutral,1
LovesPhyllis_GunnDog,negative,21
LovesRaganBird,negative,14
LovesRaganBird,neutral,1
LovesRaganBird,positive,2
LovesRaileyFish,negative,4
LovesRaymondOctopus,negative,18
LovesRaymondOctopus,neutral,1
LovesRaymondOctopus,positive,2
LovesRichard_CiaburriMouse,negative,9
LovesRobert_SaulWhale,negative,6
LovesRobert_SaulWhale,neutral,1
LovesRoyCat,negative,8
LovesRuth_SchultWhale,negative,9
LovesRuth_SchultWhale,positive,1
LovesScottWhale,negative,19
LovesScottWhale,neutral,1
LovesSean_KleinBear,negative,10
LovesSean_KleinBear,neutral,1
LovesSean_KleinBear,positive,1
LovesShavonne_HowardFish,negative,14
LovesShavonne_HowardFish,positive,2
LovesSusan_WayneMouse,negative,6
LovesSwainBird,negative,3
LovesTheresa_KeyserBear,negative,14
LovesTheresa_KeyserBear,neutral,1
LovesTheresa_KeyserBear,positive,2
LovesValerie_HahnDog,negative,6
LovesValerie_HahnDog,neutral,2
LovesVirginia_PirainoBird,negative,5
LovesVirginia_PirainoBird,neutral,1
LovesWagnerFish,negative,13
LovesWagnerFish,neutral,1
LovesWaldo_WhiteheadFish,negative,7
LovesWilliamMouse,negative,11
LovesWilliamMouse,neutral,1
LovesWillieCat,negative,8
LovesWilsonHorse,negative,19
LovesWilsonHorse,neutral,2
LovesWilsonHorse,positive,3
LovesWoodWhale,negative,8
LovesWoodWhale,neutral,1
Luann_Olson82,negative,1
LucianoBird83,negative,13
LucianoBird83,positive,1
Lucille1952,negative,4
Lucille_Veve2006,negative,16
Lucille_Veve2006,neutral,2
Lucille_Veve2006,positive,2
Lucretia1958,negative,2
Lucretia1958,positive,1
Luis_WilliamsBird61,negative,7
LujanCat82,negative,2
LujanCat82,positive,1
Luz_Linsley41,negative,3
Lyda_NyeDog41,negative,4
LydiaFastGarcia,negative,12
LydiaFastGarcia,neutral,2
LydiaFastGarcia,positive,1
Lyford54,negative,13
Lyford54,neutral,1
Lyford54,positive,1
LyleCleverT,negative,15
LyleCleverT,neutral,2
LynchCat85,negative,10
LynchCat85,neutral,1
M1959Kamnik,negative,5
M1968Jones,negative,1
M1968Jones,neutral,1
M1968Jones,positive,1
M1977Bates,negative,3
M1978Habicht,negative,14
M1978Habicht,neutral,2
M1996Riddle,negative,5
M1996Riddle,positive,1
M1997Gadberry,negative,3
M2000Couley,negative,13
M2013Warren,negative,6
M24Verne,negative,7
M24Verne,neutral,1
M26Beckett,negative,3
M34Gatewood,negative,19
M34Rahmani,negative,16
M34Rahmani,positive,1
M46Kennedy,negative,8
M46Kennedy,neutral,1
M46Kennedy,positive,1
M51Richardson,negative,14
M51Richardson,neutral,1
M51Richardson,positive,2
M57Carrington,negative,3
M62Mcmillian,negative,3
M62Mcmillian,positive,1
MAttentativeM,negative,4
MBusyRonca,negative,5
MBusyRonca,neutral,1
MBusyRonca,positive,2
MCleverC,negative,8
MCleverJoseph,negative,5
MCleverJoseph,neutral,1
MCleverJoseph,positive,1
MCleverWallace,negative,4
MCuriousM,negative,10
MCuriousM,positive,1
MDarkMeeker,negative,6
MDarkMeeker,neutral,1
MFamousL,negative,10
MFamousPark,negative,4
MFastCasarez,negative,9
MFastCasarez,neutral,2
MFastCasarez,positive,1
MFuriousSizemore,negative,5
MFuriousSizemore,neutral,4
MFuriousSizemore,positive,1
MLazyCoppa,negative,10
MLazyCoppa,neutral,1
MLazyCoppa,positive,1
MObnoxiousN,negative,2
MObnoxiousN,neutral,1
MObnoxiousT,negative,10
MSmartSeto,negative,7
MSmartSeto,positive,1
MTallBurrell,negative,1
Mabble,negative,1
MabelTallR,negative,10
MabelTallR,neutral,2
MabelTallR,positive,1
Mabel_MixBird40,negative,1
Mabel_MixBird40,positive,1
MableFastLogan,negative,3
MagdaleneOctopus56,negative,3
MainCat98,negative,9
MainCat98,neutral,1
ManningBear1972,negative,10
Manuel_OrrLion64,negative,14
Manuel_Santini1979,negative,5
Marco,negative,3
Marco,positive,1
MarcosSmartG,negative,11
MaresFish90,negative,11
MaresFish90,neutral,1
MaresFish90,positive,3
Margaret1957Isley,negative,3
Margaret1957Isley,positive,1
Margaret1987Clark,negative,4
MargaretFastF,negative,12
MargaretFastF,neutral,1
MargaritaHorse7,negative,16
MargaritaHorse7,neutral,1
Margo76Simmons,negative,3
Margo76Simmons,neutral,2
Maria1966Lincourt,negative,6
Maria2010,negative,6
MariaFastH,negative,3
MariaFastH,positive,2
Maria_BurgessDog1959,negative,4
Maria_Carter6,negative,2
Maria_Carter6,positive,1
Maria_Hanisch7,negative,13
Maria_Hanisch7,positive,1
Marianne59,negative,6
MarianneAttentativeA,negative,12
Marie2018Shepherd,negative,8
Marie2018Shepherd,neutral,1
Marine48,negative,7
Marion1952R,negative,6
Marisela_KozmaMouse1991,negative,7
Marisela_KozmaMouse1991,neutral,1
Marisol_BurnsOctopus1957,negative,4
Marisol_BurnsOctopus1957,neutral,1
Mark1972S,negative,9
MarkLion89,negative,16
MarkLion89,positive,1
Mark_AllisonBear34,negative,8
Mark_AllisonBear34,positive,1
Mark_Tavares85,negative,6
Mark_Tavares85,positive,1
Mark_WardDog3,negative,4
Mark_WardDog3,positive,1
Marshall2013,negative,2
Marshall2013,neutral,2
Marshall2013,positive,1
Marshall_Byrne97,negative,4
Marshall_Byrne97,positive,1
Martha1958,negative,9
Martha1958,neutral,2
MarthaGuapoHolland,negative,6
MarthaWhale1978,negative,1
MarthaWhale1978,neutral,1
Martha_SuttonWhale1999,negative,13
Martha_SuttonWhale1999,neutral,2
Martin_Lujan51,negative,2
Martin_PrestridgeOctopus59,negative,2
Martin_PrestridgeOctopus59,neutral,1
MartinaGuapoFix,negative,5
MartinaGuapoFix,neutral,1
MartinaGuapoFix,positive,3
MartinezCat27,negative,11
MartinezCat27,positive,1
MartinezCat88,negative,6
MartinezCat88,positive,1
Marty_BoydMouse71,negative,1
Mary1952J,negative,6
Mary1952J,positive,2
Mary1953,negative,1
Mary1959Messer,negative,4
Mary2Phillips,negative,6
Mary2Phillips,neutral,1
Mary2Phillips,positive,1
Mary2Redmond,negative,4
Mary2Redmond,positive,1
Mary5Taylor,negative,13
Mary5Taylor,neutral,1
MaryAttentativeM,negative,10
MaryAttentativeM,positive,3
MaryBear1957,negative,14
MaryBear1957,positive,1
MaryCandidK,negative,6
MaryCandidK,positive,1
MaryCleverBeal,negative,12
MaryFamousPhelps,negative,10
MaryFamousPhelps,neutral,2
MarySmartKetcher,negative,3
Mary_Gaylord2006,negative,7
Mary_Price1976,negative,10
Mashburn1,negative,5
MaskedMax,negative,1
Matt_McabeeMouse1984,negative,11
Matt_McabeeMouse1984,positive,1
Matthew22M,negative,8
Matthew22M,neutral,1
MattieCandidWurdeman,negative,1
MattieMouse1977,negative,2
MattieMouse1977,neutral,1
Mattie_Williams16,negative,10
Mattie_Williams16,positive,1
MattsonWhale34,negative,8
Maultsby79,negative,12
Maultsby79,positive,3
MaxwellDog2017,negative,2
MaxwellDog2017,neutral,1
MayHorse16,negative,3
MayerBird3,negative,3
Mayra_CheathamDog92,negative,2
MaysCat6,negative,7
MaysCat6,neutral,1
MazieLion85,negative,11
MazieLion85,positive,1
Mcadory61,negative,8
Mcadory61,neutral,1
Mcdonald22,negative,4
McgeheeCat1976,negative,13
McgeheeCat1976,positive,2
Mcknight33,negative,2
Mcknight33,neutral,1
Mcknight33,positive,3
Mclean1981,negative,13
Mclean1981,positive,1
Mcneil82,negative,6
Mcneil82,neutral,1
Mcneil82,positive,1
Mcnurlen2009,negative,3
Mcnurlen2009,positive,1
Meagan_Weiland93,negative,14
Meagan_Weiland93,neutral,1
Meagan_Weiland93,positive,1
Melinda23,negative,8
Melinda23,positive,1
Melissa15,negative,6
Melissa59,negative,4
MelissaDarkH,negative,6
MelissaFleetL,negative,10
MelissaFleetL,neutral,2
MelissaMouse2002,negative,3
Melissa_Mcnair48,negative,7
Melissa_Mcnair48,positive,1
Melissa_Reece1991,negative,4
MeltonCat1995,negative,6
MeltonCat1995,neutral,2
MeltonCat1995,positive,1
MetcalfWhale1962,negative,5
MetcalfWhale1962,neutral,1
MetcalfWhale1962,positive,2
Michael1964,negative,3
Michael1964,positive,1
Michael2002Conti,negative,10
Michael30G,negative,7
Michael30G,positive,1
MichaelDog17,negative,2
MichaelDog1952,negative,3
MichaelHorse30,negative,7
MichaelHorse39,negative,15
MichaelHorse39,neutral,2
Michael_Berry97,negative,4
Michael_Gary80,negative,8
Michael_Gary80,positive,2
Michael_HigaWhale1971,negative,2
Michael_HigaWhale1971,positive,1
Michael_Richards1996,negative,3
Michele1984Grover,negative,4
Michele1984Grover,positive,1
Michelle5Boger,negative,15
MichelleDog46,negative,8
MichelleFuriousLiles,negative,7
MichelleOctopus1985,negative,1
Michelle_LoopMouse1983,negative,11
Michelle_LoopMouse1983,neutral,1
MilburnHorse1955,negative,21
MilburnHorse1955,positive,1
MilesBear56,negative,18
MilesBear56,neutral,1
MilesBear56,positive,3
Millard12Salisbury,negative,11
Millard12Salisbury,positive,1
Miller1955,negative,6
Miller1955,positive,1
Miller2005,negative,4
Miller2005,positive,1
Miller96,negative,10
Miller96,positive,1
MimiTimes,negative,3
MimiTimes,positive,1
MindyLevy,negative,2
MindyLevy,positive,1
Misty1950,negative,3
Misty1950,positive,1
Mitchell2002,negative,8
Mitchell2002,neutral,1
Mitchell2002,positive,1
MitchellBird1986,negative,7
MitchellBird1986,positive,3
Mittie45,negative,16
MoisesMouse4,negative,7
MoisesMouse4,positive,1
Mommy2Four,negative,1
Mona_ParkDog13,negative,11
Mona_ParkDog13,positive,1
Monica87,negative,2
Monica_Parker91,negative,9
MontoyaWhale50,negative,2
MontoyaWhale50,positive,1
Moore1961,negative,5
Moore1961,positive,1
Morgan69,negative,9
MorrisLion1989,negative,3
Morse1989,negative,9
MoseWileyTelleria,negative,2
MoseWileyTelleria,neutral,1
MoseWileyTelleria,positive,1
Moxy,negative,1
Mrs.MommaNolan,negative,1
Mrs.Tillenbottom,negative,29
MunizHorse97,negative,3
Murray26Williams,negative,3
Murray55,negative,6
Murray55,positive,1
MyDonut,negative,1
MyNameIsYourName2,positive,1
MyersBear1978,negative,6
MylesOctopus28,negative,3
MylesOctopus28,neutral,1
MyronAttentativeM,negative,5
Myron_AlvarezCat77,negative,7
Myron_AlvarezCat77,positive,1
Myron_SimmonsOctopus85,negative,15
Myron_SimmonsOctopus85,neutral,1
Myrtle71W,negative,14
Myrtle71W,positive,2
MyrtleDarkGartrell,negative,10
MyrtleDarkGartrell,neutral,1
MyrtleDarkGartrell,positive,1
MyrtleFleetD,negative,11
MyrtleFleetD,neutral,2
MyrtleHorse60,negative,15
MyrtleHorse60,neutral,1
MysakFish84,negative,10
MysakFish84,positive,1
N69Newman,negative,10
N69Newman,neutral,1
NAttentativeRobinson,negative,10
NAttentativeRobinson,neutral,2
NFuriousWorek,negative,5
NFuriousWorek,neutral,2
NFuriousWorek,positive,1
Nadeau49,negative,2
Nadeau49,positive,1
NadineGuapoG,negative,15
NadineGuapoG,positive,1
NaefBird51,negative,17
Nancy1969Hastings,negative,4
Nancy33Reaume,negative,1
Nancy33Reaume,positive,1
Nancy_Brown7,negative,1
Nancy_Brown7,neutral,3
Nannie_Martino20,negative,7
Natalie1996Woods,negative,2
NatashaCuriousLittle,negative,5
NatashaCuriousLittle,positive,1
Nathaniel_KalmanOctopus82,negative,15
Nathaniel_KalmanOctopus82,neutral,1
Nathaniel_KalmanOctopus82,positive,2
Nedra_Norsworthy49,negative,2
NeedAPlace,negative,1
NelsonAttentativeC,negative,8
NelsonAttentativeC,neutral,1
NelsonAttentativeC,positive,1
Nemec1973,negative,5
Nemec1973,neutral,2
Nemec1973,positive,1
Neva1973Briscoe,negative,3
Neva1973Briscoe,positive,1
NewGuy2,negative,1
Newman2005,negative,16
Newman2005,positive,3
NewtonBear1987,negative,4
NewtonBear1987,positive,1
Nicholas73J,negative,14
Nicholas73J,positive,4
Nicholas81Svec,negative,3
NicholeBird1997,negative,6
Nicky77,negative,1
Nicole1954Labranche,negative,13
Nicole1954Labranche,neutral,1
Nicole1954Labranche,positive,2
NicoleBear93,negative,7
NicoleBear93,neutral,1
NicoleBear93,positive,1
Nicole_SmithBear88,negative,13
Nicole_SmithBear88,neutral,1
Ninfa_BenjamenMouse1961,negative,8
NoFearCher,negative,16
NoFearCher,neutral,1
NoFollowers,negative,1
Nolan_Green2,negative,7
Nolan_Green2,neutral,1
Nora_GilbertBird2001,negative,17
Norman55Amo,negative,14
Norman55Amo,neutral,1
Norman55Amo,positive,1
NormanCat1959,negative,13
NormanCat1959,positive,1
NormanFish1994,negative,6
NorpleAlligator,negative,1
Norst,negative,1
NotThirstyNEMore,negative,1
O1955Palmer,negative,13
ObnoxiousABanana,negative,8
ObnoxiousABanana,positive,1
ObnoxiousABowl,negative,5
ObnoxiousABread33,negative,8
ObnoxiousABread33,positive,1
ObnoxiousAPlate,negative,3
ObnoxiousAPlate,neutral,1
ObnoxiousAndrewBanana,negative,7
ObnoxiousAndrewBanana,neutral,1
ObnoxiousAnnaBowl,negative,8
ObnoxiousAnnaBowl,neutral,1
ObnoxiousAnnaBowl,positive,1
ObnoxiousArthurCar,negative,7
ObnoxiousArthurCar,neutral,1
ObnoxiousArthurCar,positive,1
ObnoxiousBBowl,negative,2
ObnoxiousBBowl,neutral,1
ObnoxiousBBowl,positive,1
ObnoxiousBCandy,negative,6
ObnoxiousBCandy,positive,1
ObnoxiousBCar,negative,10
ObnoxiousBCar,neutral,3
ObnoxiousBCouch,negative,8
ObnoxiousBLight1968,positive,1
ObnoxiousBLight1983,negative,9
ObnoxiousBananaBurke,negative,9
ObnoxiousBananaBurke,positive,1
ObnoxiousBananaMowers,negative,3
ObnoxiousBananaRosemary,negative,9
ObnoxiousBernsteinCandy1988,negative,10
ObnoxiousBernsteinCandy1988,neutral,2
ObnoxiousBernsteinCandy1988,positive,2
ObnoxiousBowlPaul,negative,10
ObnoxiousBowlPaul,neutral,2
ObnoxiousBreadBurns,negative,6
ObnoxiousBreadCaruso,negative,5
ObnoxiousBreadCaruso,neutral,1
ObnoxiousBreadRalph,negative,1
ObnoxiousBreadRanda_Sanchez,negative,5
ObnoxiousBreadTy_Bell,negative,5
ObnoxiousBryantBanana2016,negative,4
ObnoxiousBryantBanana2016,neutral,2
ObnoxiousBryantBanana2016,positive,1
ObnoxiousBurrisCar,negative,5
ObnoxiousCCar,negative,5
ObnoxiousCPlate1993,negative,10
ObnoxiousCPlate1993,positive,2
ObnoxiousCandyMiller,negative,7
ObnoxiousCandyMiller,neutral,1
ObnoxiousCandySteward,negative,6
ObnoxiousCandyTrevor,negative,4
ObnoxiousCandyYvonne,negative,6
ObnoxiousCandyYvonne,neutral,1
ObnoxiousCandyYvonne,positive,1
ObnoxiousCarBelinda_Paul,negative,5
ObnoxiousCarDavid,negative,12
ObnoxiousCouchJackson,negative,3
ObnoxiousCouchJackson,neutral,1
ObnoxiousCouchKlein,negative,4
ObnoxiousCouchKlein,neutral,1
ObnoxiousCouchSara_Bouska,negative,5
ObnoxiousCouchSara_Bouska,neutral,1
ObnoxiousDBanana,negative,5
ObnoxiousDBread52,negative,9
ObnoxiousDCandy51,negative,17
ObnoxiousDCandy51,neutral,1
ObnoxiousDHouse,negative,12
ObnoxiousDIcecream,negative,2
ObnoxiousDebraIcecream,negative,13
ObnoxiousDebraIcecream,positive,1
ObnoxiousDelacruzPlate,negative,6
ObnoxiousDelacruzPlate,neutral,2
ObnoxiousDianneCouch,negative,9
ObnoxiousDianneCouch,neutral,2
ObnoxiousDianneCouch,positive,2
ObnoxiousDonelsonCouch,negative,5
ObnoxiousDonelsonCouch,neutral,1
ObnoxiousEBanana2004,negative,14
ObnoxiousEBanana2004,positive,1
ObnoxiousEicherBanana,negative,4
ObnoxiousEileenCouch,negative,3
ObnoxiousFPlate13,negative,5
ObnoxiousFPlate13,neutral,1
ObnoxiousGBowl2003,negative,10
ObnoxiousGBowl2003,positive,2
ObnoxiousGCar,negative,3
ObnoxiousGCar,neutral,1
ObnoxiousGCouch,negative,12
ObnoxiousGCouch,neutral,1
ObnoxiousGLight,negative,6
ObnoxiousGPlate,negative,4
ObnoxiousGPlate,positive,1
ObnoxiousGarciaBanana50,negative,16
ObnoxiousGarciaBanana50,neutral,2
ObnoxiousGarciaBanana50,positive,1
ObnoxiousGonzalesPlate1954,negative,1
ObnoxiousHBanana2002,negative,11
ObnoxiousHBanana2002,neutral,2
ObnoxiousHBowl1983,negative,2
ObnoxiousHaywoodCar,negative,1
ObnoxiousHouseMckenzie,negative,6
ObnoxiousHouseMichael_Hadden,negative,5
ObnoxiousHouseMichael_Hadden,neutral,1
ObnoxiousIcecreamAnn,negative,13
ObnoxiousIcecreamAnn,neutral,1
ObnoxiousIcecreamAnn,positive,3
ObnoxiousIcecreamCarolyn,negative,3
ObnoxiousIcecreamGrimes,negative,8
ObnoxiousIcecreamMailman,negative,4
ObnoxiousIcecreamMailman,positive,1
ObnoxiousIcecreamMicheal,negative,3
ObnoxiousJBowl,negative,7
ObnoxiousJCar,negative,3
ObnoxiousJHouse,negative,10
ObnoxiousJIcecream,negative,11
ObnoxiousJIcecream,positive,1
ObnoxiousJPlate,negative,16
ObnoxiousJPlate,neutral,1
ObnoxiousJPlate1973,negative,7
ObnoxiousJPlate1973,neutral,1
ObnoxiousJeffreyCouch,negative,5
ObnoxiousJeffreyCouch,positive,1
ObnoxiousJimmyCouch,negative,6
ObnoxiousJimmyCouch,neutral,2
ObnoxiousJimmyCouch,positive,1
ObnoxiousJohnsonPlate70,negative,15
ObnoxiousJohnsonPlate70,positive,1
ObnoxiousJonesBread95,negative,6
ObnoxiousJonesBread95,neutral,1
ObnoxiousJonesBread95,positive,1
ObnoxiousKellyCouch5,negative,5
